buildingType,primaryPropertyType,councilDistrictCode,neighborhood,nb_buildings,nb_floors,propertyGFA_total,propertyGFA_parking,propertyGFABuilding,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,energystar_score,siteEnergyUse_kBtu,GHG_emissions_TCO2e,complianceStatus,buildingAge,consumeGas,consumeSteam
nonresidential,warehouse,1,greater duwamish,1.0,1.0,27420,0,27420,non-refrigerated warehouse,27850.0,,,,,55.0,1176342.25,39.05,compliant,37,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,33320,0,33320,non-refrigerated warehouse,32200.0,office,1200.0,,,,2339234.0,64.75,compliant,37,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,31360,0,31360,non-refrigerated warehouse,29640.0,retail store,1460.0,,,,1356972.25,43.18,compliant,37,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,36000,0,36000,non-refrigerated warehouse,36000.0,,,,,44.0,2771820.5,124.4,compliant,43,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,44000,0,44000,non-refrigerated warehouse,45449.0,,,,,15.0,4302455.5,175.53,compliant,46,True,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,32000,0,32000,non-refrigerated warehouse,32040.0,,,,,3.0,2186148.5,41.77,compliant,50,True,False
nonresidential,supermarket / grocery store,5,northwest,0.0,1.0,45155,0,45155,supermarket/grocery store,45155.0,,,,,6.0,6674179.5,158.63,compliant,30,True,False
nonresidential,other,5,northwest,1.0,1.0,33392,0,33392,movie theater,33392.0,,,,,,2786648.75,19.43,compliant,30,False,False
nonresidential,supermarket / grocery store,4,northeast,1.0,1.0,24377,0,24377,supermarket/grocery store,24377.0,,,,,6.0,9851260.0,260.32,compliant,43,True,False
nonresidential,small- and mid-sized office,4,northeast,1.0,2.0,20317,0,20317,office,20317.0,,,,,83.0,620994.3125,4.33,compliant,49,False,False
nonresidential,worship facility,4,northeast,1.0,1.0,24295,0,24295,worship facility,24295.0,,,,,53.0,216115.0,1.51,compliant,70,False,False
nonresidential,warehouse,1,greater duwamish,1.0,1.0,48020,0,48020,non-refrigerated warehouse,47800.0,,,,,71.0,2373568.25,59.14,compliant,37,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,20724,0,20724,non-refrigerated warehouse,19224.0,office,1500.0,,,,1832031.5,83.3,compliant,66,True,False
nonresidential,worship facility,6,northwest,0.0,2.0,41600,0,41600,worship facility,41600.0,,,,,58.0,1195165.25,30.99,compliant,65,True,False
nonresidential,medical office,4,northeast,2.0,4.0,36932,14576,22356,medical office,27642.0,,,,,,2824096.75,19.69,compliant,29,False,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,24990,0,24990,non-refrigerated warehouse,25649.0,office,6728.0,,,80.0,523614.0938,8.7,compliant,63,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,22972,0,22972,non-refrigerated warehouse,22972.0,,,,,12.0,495481.0,3.45,compliant,71,False,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,20520,0,20520,non-refrigerated warehouse,15400.0,office,5120.0,,,20.0,1167887.75,40.85,compliant,50,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,32100,0,32100,other,32100.0,,,,,,758008.875,25.77,compliant,106,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,31365,0,31365,other,31365.0,,,,,,652991.6875,5.09,compliant,44,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,45842,0,45842,non-refrigerated warehouse,49802.0,office,22198.0,,,99.0,819354.625,12.55,compliant,56,True,False
nonresidential,retail store,2,greater duwamish,1.0,1.0,25880,0,25880,retail store,25880.0,,,,,100.0,162960.0,1.14,compliant,72,False,False
campus,other,2,greater duwamish,10.0,0.0,230971,0,230971,other,230970.0,parking,0.0,,,,21022288.0,405.05,compliant,25,True,False
nonresidential,other,2,greater duwamish,1.0,4.0,20600,0,20600,"repair services (vehicle, shoe, locksmith, etc)",20600.0,,,,,,270838.5,9.71,compliant,96,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,52325,0,52325,non-refrigerated warehouse,52325.0,,,,,67.0,808968.1875,18.03,compliant,79,True,False
nonresidential,retail store,2,greater duwamish,1.0,2.0,24000,0,24000,retail store,22740.0,office,4860.0,,,,1318947.25,40.94,compliant,65,True,False
nonresidential,self-storage facility,5,northeast,1.0,6.0,48179,7132,41047,self-storage facility,48179.0,,,,,,797170.3125,12.22,compliant,10,True,False
nonresidential,retail store,2,greater duwamish,1.0,2.0,54211,17471,36740,retail store,30000.0,supermarket/grocery store,5000.0,parking,4000.0,100.0,1267463.125,8.84,error - correct default data,14,False,False
nonresidential,worship facility,2,southeast,1.0,3.0,22895,0,22895,worship facility,22895.0,parking,0.0,,,96.0,440419.1875,12.92,compliant,35,True,False
nonresidential,self-storage facility,2,greater duwamish,1.0,1.0,23100,0,23100,self-storage facility,23250.0,,,,,,863703.0,13.87,compliant,61,True,False
nonresidential,k-12 school,2,southeast,1.0,2.0,42252,0,42252,k-12 school,42252.0,,,,,49.0,2203758.5,102.35,compliant,104,True,False
sps-district k-12,k-12 school,1,greater duwamish,1.0,2.0,64493,0,64493,k-12 school,64493.0,,,,,85.0,1989763.875,28.57,error - correct default data,16,True,False
nonresidential,other,1,greater duwamish,1.0,2.0,54170,0,54170,other,54170.0,,,,,,5804784.5,178.35,compliant,22,True,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,41550,0,41550,refrigerated warehouse,41550.0,,,,,94.0,642645.1875,4.48,compliant,65,False,False
nonresidential cos,mixed use property,2,greater duwamish,1.0,1.0,23100,0,23100,office,11550.0,other - public services,11550.0,,,,4323672.0,157.07,compliant,31,True,False
nonresidential cos,warehouse,2,greater duwamish,1.0,1.0,22803,0,22803,non-refrigerated warehouse,19373.0,other,3430.0,,,78.0,764094.5,21.5,compliant,31,True,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,25375,0,25375,refrigerated warehouse,23419.0,office,2266.0,,,,4069301.5,28.37,compliant,61,False,False
sps-district k-12,k-12 school,2,southeast,1.0,1.0,41428,0,41428,k-12 school,41428.0,,,,,90.0,1404702.25,44.27,error - correct default data,55,True,False
nonresidential,other,3,central,1.0,4.0,45082,0,45082,other/specialty hospital,45082.0,,,,,,4262316.5,93.5,compliant,43,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,100386,0,100386,non-refrigerated warehouse,50628.0,other - services,49758.0,,,,3626431.5,95.93,compliant,53,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,33600,0,33600,distribution center,24000.0,office,9600.0,,,58.0,847419.375,15.35,compliant,57,True,False
nonresidential,medical office,4,northeast,1.0,4.0,45264,17622,27642,medical office,21743.0,,,,,4.0,1849331.25,12.89,compliant,32,False,False
nonresidential,worship facility,2,greater duwamish,1.0,1.0,20484,0,20484,worship facility,20484.0,,,,,69.0,822636.625,38.38,compliant,62,True,False
nonresidential,worship facility,1,southwest,1.0,2.0,35864,0,35864,worship facility,35864.0,,,,,75.0,1228113.5,43.64,compliant,68,True,False
nonresidential,other,1,southwest,1.0,1.0,31332,0,31332,other,31332.0,,,,,,3573328.25,24.91,compliant,96,False,False
nonresidential,other,2,greater duwamish,1.0,1.0,36400,0,36400,other,21400.0,retail store,15000.0,,,,1567746.75,46.16,compliant,7,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,41248,0,41248,distribution center,41430.0,,,,,37.0,1108310.875,16.5,compliant,79,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,39600,0,39600,non-refrigerated warehouse,39600.0,,,,,91.0,468396.9063,9.25,compliant,64,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,39600,0,39600,non-refrigerated warehouse,39600.0,,,,,85.0,405050.4063,2.82,compliant,64,False,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,1.0,28800,0,28800,office,28800.0,non-refrigerated warehouse,7350.0,,,73.0,2107743.75,60.12,compliant,54,True,False
nonresidential,small- and mid-sized office,2,greater duwamish,1.0,1.0,23143,0,23143,office,15609.0,non-refrigerated warehouse,7534.0,,,75.0,1139980.625,38.87,compliant,33,True,False
nonresidential,distribution center,2,greater duwamish,1.0,1.0,24354,0,24354,distribution center,18470.0,office,5884.0,,,10.0,735907.8125,17.29,compliant,50,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,27933,0,27933,other,27933.0,,,,,,6129780.0,42.73,compliant,56,False,False
nonresidential,medical office,5,north,1.0,2.0,28385,7056,21329,medical office,20575.0,,,,,1.0,2654316.0,18.5,compliant,30,False,False
nonresidential,mixed use property,5,north,1.0,4.0,30948,0,30948,office,11729.0,other,11729.0,,,,919746.3125,6.41,compliant,16,False,False
nonresidential,retail store,5,north,1.0,2.0,20738,0,20738,retail store,20738.0,,,,,44.0,526752.8125,3.67,compliant,58,False,False
nonresidential,small- and mid-sized office,5,north,1.0,2.0,24291,0,24291,office,24291.0,,,,,87.0,920430.625,6.42,compliant,42,False,False
sps-district k-12,k-12 school,1,delridge,1.0,1.0,41526,0,41526,k-12 school,41526.0,,,,,79.0,1814947.0,56.04,error - correct default data,46,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,25460,0,25460,other,8223.0,,,,,,834711.875,5.82,compliant,64,False,False
nonresidential,refrigerated warehouse,2,greater duwamish,1.0,1.0,25520,0,25520,refrigerated warehouse,25200.0,,,,,100.0,1610794.75,59.0,compliant,59,True,False
nonresidential,mixed use property,2,greater duwamish,1.0,1.0,35222,0,35222,non-refrigerated warehouse,15000.0,"repair services (vehicle, shoe, locksmith, etc)",15000.0,retail store,4232.0,,1758134.625,40.42,compliant,62,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,23296,0,23296,non-refrigerated warehouse,19471.0,office,3825.0,,,,1429855.75,40.01,compliant,49,True,False
nonresidential,other,2,greater duwamish,1.0,1.0,20819,0,20819,manufacturing/industrial plant,20819.0,,,,,,1694930.375,51.27,compliant,42,True,False
nonresidential,warehouse,2,greater duwamish,1.0,1.0,21755,0,21755,non-refrigerated warehouse,17650.0,office,2400.0,,,,844076.8125,17.51,compliant,38,True,False
nonresidential,small- and mid-sized office,5,northwest,1.0,2.0,27574,0,27574,office,27574.0,,,,,73.0,1211349.25,8.44,compliant,34,False,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,2.0,23600,0,23600,office,23600.0,,,,,82.0,776248.6875,5.41,compliant,35,False,False
nonresidential,warehouse,7,magnolia / queen anne,1.0,2.0,39497,0,39497,non-refrigerated warehouse,25547.0,office,13950.0,,,9.0,1700057.375,28.28,compliant,61,True,False
nonresidential,other,7,downtown,1.0,2.0,25920,0,25920,other - entertainment/public assembly,11888.0,restaurant,4329.0,retail store,4029.0,,1257774.625,8.77,compliant,100,False,False
nonresidential cos,other,7,downtown,1.0,1.0,36314,0,36314,other,36314.0,,,,,,1832808.75,44.33,compliant,54,True,True
nonresidential cos,other,7,downtown,1.0,1.0,49680,0,49680,other,49680.0,,,,,,2844685.0,119.34,compliant,50,False,True
nonresidential,mixed use property,7,magnolia / queen anne,1.0,4.0,25132,7308,17824,office,8061.0,parking,8000.0,restaurant,2095.0,41.0,564754.1875,3.94,compliant,52,False,False
nonresidential,small- and mid-sized office,7,lake union,1.0,4.0,35780,0,35780,office,22341.0,retail store,8214.0,parking,5225.0,77.0,1912760.75,13.33,compliant,90,False,False
nonresidential,large office,7,lake union,1.0,6.0,130710,100800,29910,office,120548.0,parking,88960.0,bank branch,5436.0,92.0,7429423.0,86.51,compliant,3,True,False
nonresidential,small- and mid-sized office,7,lake union,1.0,3.0,41466,6062,35404,office,35404.0,laboratory,5000.0,parking,1250.0,1.0,9190442.0,234.03,compliant,88,True,False
nonresidential,small- and mid-sized office,7,lake union,1.0,4.0,64596,24596,40000,office,41591.0,parking,21350.0,,,92.0,2524228.25,77.8,compliant,9,True,False
nonresidential,small- and mid-sized office,7,lake union,1.0,4.0,38038,0,38038,office,38038.0,parking,19600.0,,,84.0,2003807.75,13.97,compliant,17,False,False
nonresidential cos,other,7,magnolia / queen anne,1.0,2.0,40600,0,40600,other,33000.0,,,,,,2485521.0,41.06,compliant,24,True,True
nonresidential,small- and mid-sized office,7,downtown,1.0,4.0,47686,0,47686,office,25500.0,retail store,8500.0,,,72.0,2071670.25,77.48,compliant,97,False,True
nonresidential,other,7,magnolia / queen anne,1.0,2.0,33971,0,33971,other - recreation,50000.0,,,,,,17686444.0,523.95,compliant,55,True,False
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,21018,0,21018,other,21018.0,,,,,,1761137.5,24.62,compliant,14,False,True
nonresidential,other,7,magnolia / queen anne,1.0,1.0,155795,0,155795,other,155795.0,,,,,,17673018.0,255.83,compliant,54,True,False
nonresidential,worship facility,7,magnolia / queen anne,1.0,3.0,23241,0,23241,worship facility,23241.0,,,,,66.0,739210.5,20.64,compliant,7,True,False
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,26000,0,26000,other,49847.0,,,,,,5277482.5,184.09,compliant,55,False,True
nonresidential,small- and mid-sized office,3,lake union,1.0,1.0,37740,0,37740,office,37481.0,parking,0.0,,,1.0,7442314.5,73.48,compliant,90,True,False
nonresidential,small- and mid-sized office,7,lake union,1.0,3.0,26176,0,26176,office,23730.0,,,,,95.0,966907.375,32.09,compliant,90,True,False
nonresidential,large office,7,lake union,1.0,5.0,508160,0,508160,office,329850.0,parking,162894.0,food service,11846.0,77.0,28053172.0,487.53,compliant,7,True,False
nonresidential,small- and mid-sized office,7,lake union,1.0,3.0,28380,12180,16200,office,28380.0,,,,,62.0,1372213.375,35.77,compliant,96,True,False
nonresidential,retail store,7,lake union,1.0,2.0,45271,0,45271,retail store,45271.0,,,,,57.0,2553763.5,82.72,compliant,52,True,False
nonresidential,restaurant,7,lake union,1.0,3.0,40686,0,40686,restaurant,40686.0,,,,,,2106073.5,73.0,compliant,97,True,False
nonresidential cos,other,7,magnolia / queen anne,1.0,1.0,30533,0,30533,museum,28631.0,,,,,,5903015.0,192.12,compliant,18,True,False
nonresidential,mixed use property,7,lake union,1.0,2.0,25920,0,25920,office,10109.0,other - services,7016.0,restaurant,3609.0,,989079.5,16.57,compliant,96,True,False
nonresidential,other,7,downtown,1.0,3.0,49760,0,49760,other,24019.0,,,,,,44293.5,0.31,non-compliant,116,False,False
campus,low-rise multifamily,7,downtown,1.0,4.0,45500,0,45500,multifamily housing,22669.0,retail store,10455.0,restaurant,3668.0,,3778355.0,26.34,compliant,74,False,False
sps-district k-12,k-12 school,5,north,1.0,1.0,34005,0,34005,k-12 school,50337.0,,,,,94.0,991918.0,10.15,error - correct default data,66,True,False
nonresidential,k-12 school,5,northwest,1.0,2.0,49252,0,49252,k-12 school,61099.0,,,,,23.0,3485865.5,104.91,compliant,17,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,3.0,45864,0,45864,office,45864.0,,,,,94.0,2590622.0,115.43,compliant,86,True,False
nonresidential,laboratory,7,magnolia / queen anne,1.0,2.0,34416,0,34416,laboratory,20649.0,office,13767.0,parking,2000.0,,12015936.0,422.45,compliant,54,True,False
nonresidential,other,3,east,1.0,2.0,85750,65640,20110,parking,65000.0,k-12 school,20000.0,,,,2045592.0,77.76,compliant,17,True,False
nonresidential,worship facility,7,lake union,1.0,1.0,27338,0,27338,worship facility,27338.0,,,,,56.0,581289.0,4.05,compliant,56,False,False
nonresidential,hotel,7,lake union,1.0,3.0,29186,4256,24930,hotel,19000.0,,,,,95.0,867184.375,30.22,compliant,55,True,False
nonresidential,hotel,7,lake union,1.0,4.0,38520,0,38520,hotel,38500.0,,,,,37.0,2804534.0,75.25,compliant,57,True,False
nonresidential,small- and mid-sized office,7,lake union,1.0,3.0,51552,0,51552,office,54150.0,data center,650.0,,,,1539066.375,10.73,compliant,3,False,False
nonresidential,mixed use property,7,lake union,1.0,4.0,274442,0,274442,hotel,108763.0,parking,105499.0,multifamily housing,58152.0,,9155568.0,220.26,compliant,8,True,False
campus,mixed use property,7,downtown,1.0,2.0,49280,0,49280,retail store,15614.0,restaurant,9240.0,social/meeting hall,8199.0,,5437110.5,98.28,compliant,116,True,False
nonresidential,small- and mid-sized office,7,lake union,1.0,2.0,21128,0,21128,office,21128.0,,,,,97.0,436604.0938,3.04,compliant,57,False,False
nonresidential,small- and mid-sized office,4,lake union,1.0,5.0,54465,9605,44860,office,57972.0,parking,0.0,,,68.0,3600571.25,41.22,compliant,52,True,False
nonresidential,small- and mid-sized office,4,lake union,1.0,3.0,50499,13540,36959,office,36959.0,parking,13540.0,,,13.0,3205182.5,22.46,compliant,16,True,False
nonresidential,other,7,downtown,0.0,2.0,22710,0,22710,food service,22710.0,,,,,,287763.5,2.01,compliant,86,False,False
nonresidential,mixed use property,7,downtown,1.0,3.0,29340,0,29340,office,12714.0,multifamily housing,11592.0,restaurant,2836.0,,2160420.0,75.99,compliant,106,True,False
nonresidential,small- and mid-sized office,7,downtown,1.0,5.0,66900,0,66900,office,68048.0,,,,,100.0,1634178.25,14.13,compliant,107,True,False
nonresidential,mixed use property,7,downtown,1.0,1.0,34617,0,34617,other - restaurant/bar,6455.0,office,5813.0,manufacturing/industrial plant,5581.0,,5136604.5,143.34,compliant,98,True,False
nonresidential,small- and mid-sized office,7,downtown,1.0,4.0,36160,0,36160,office,36160.0,,,,,47.0,1862176.875,12.98,compliant,106,False,False
nonresidential,mixed use property,7,downtown,1.0,4.0,82065,34800,47265,parking,36036.0,office,27594.0,retail store,13945.0,91.0,1717130.875,11.97,compliant,26,False,False
nonresidential,small- and mid-sized office,7,downtown,1.0,6.0,40715,0,40715,office,20895.0,retail store,16260.0,non-refrigerated warehouse,3560.0,,2827772.75,44.89,compliant,101,True,False
campus,restaurant,7,downtown,1.0,2.0,25380,0,25380,restaurant,17114.0,food sales,6426.0,office,1840.0,,6901554.0,218.79,compliant,104,True,False
nonresidential,k-12 school,3,east,1.0,2.0,45960,0,45960,k-12 school,45960.0,,,,,56.0,4167253.75,182.81,compliant,86,True,False
sps-district k-12,k-12 school,1,southwest,1.0,1.0,41221,0,41221,k-12 school,60814.0,,,,,83.0,2246747.5,46.46,error - correct default data,67,True,False
nonresidential,distribution center,6,ballard,3.0,1.0,57310,0,57310,distribution center,57310.0,,,,,,1253745.5,34.87,compliant,65,True,False
nonresidential,warehouse,6,ballard,1.0,1.0,36444,0,36444,non-refrigerated warehouse,36444.0,,,,,80.0,161311.0938,1.12,compliant,56,False,False
nonresidential,retail store,5,northwest,1.0,1.0,26115,0,26115,retail store,26115.0,,,,,43.0,1689372.625,36.74,compliant,18,True,False
nonresidential,other,5,northwest,1.0,2.0,45000,0,45000,other - recreation,45000.0,,,,,,5912066.0,176.79,compliant,9,True,False
nonresidential,small- and mid-sized office,5,northwest,1.0,2.0,42793,16518,26275,office,26275.0,parking,16518.0,,,27.0,1772188.5,12.35,compliant,15,False,False
nonresidential,other,5,northwest,1.0,1.0,20909,0,20909,other - public services,19050.0,parking,0.0,,,,1208029.25,32.86,compliant,7,True,False
nonresidential,warehouse,5,northwest,1.0,1.0,48112,0,48112,non-refrigerated warehouse,48112.0,,,,,73.0,1485945.875,10.36,compliant,44,False,False
nonresidential cos,other,5,northwest,1.0,2.0,26994,0,26994,other - services,16243.0,office,10751.0,,,,3076813.25,122.73,compliant,58,True,False
nonresidential cos,other,5,northwest,1.0,4.0,25557,0,25557,residential care facility,25557.0,,,,,,2280352.5,15.9,compliant,46,False,False
nonresidential,small- and mid-sized office,5,northwest,1.0,2.0,39815,0,39815,office,27118.0,non-refrigerated warehouse,12697.0,,,62.0,2050600.75,40.22,compliant,65,True,False
nonresidential,other,5,northwest,1.0,1.0,20236,0,20236,other - recreation,20236.0,,,,,,1965182.25,49.58,compliant,55,True,False
nonresidential,other,5,northwest,1.0,2.0,92080,0,92080,other,92129.0,,,,,,5155090.5,127.1,compliant,52,True,False
nonresidential,worship facility,4,northeast,1.0,1.0,26033,0,26033,worship facility,30044.0,parking,0.0,,,78.0,1149140.25,45.33,compliant,67,True,False
nonresidential,distribution center,1,delridge,2.0,2.0,28368,0,28368,distribution center,35300.0,office,9408.0,,,,1856230.625,30.02,compliant,45,True,False
nonresidential,small- and mid-sized office,7,magnolia / queen anne,1.0,3.0,70296,0,70296,office,70296.0,,,,,86.0,2782066.5,19.39,compliant,36,False,False
